customer_id,company_name,industry,company_size,signup_date,country,contact_email,days_since_signup,months_since_signup
cust_000120,DataFlow Inc 120,Technology,Mid-Market (51-500),2023-01-20,Canada,contact120@growthco.com,940,30.880420499342968
cust_000121,DataFlow Inc 121,Education,Enterprise (500+),2023-05-11,US,contact121@scaleworks.com,829,27.233902759526938
cust_000122,StartupHub 122,Retail,Enterprise (500+),2023-03-27,UK,contact122@cloudtech.com,874,28.71222076215506
cust_000123,CloudTech 123,Healthcare,Enterprise (500+),2023-12-23,UK,contact123@devtools inc.com,603,19.80946123521682
cust_000124,CloudFirst 124,Retail,Mid-Market (51-500),2022-07-03,Australia,contact124@devtools inc.com,1141,37.483574244415244
cust_000125,StartupHub 125,Retail,Mid-Market (51-500),2022-01-25,Germany,contact125@startuphub.com,1300,42.70696452036793
cust_000126,CloudTech 126,Consulting,Mid-Market (51-500),2024-04-05,France,contact126@cloudtech.com,499,16.392904073587385
cust_000127,DevTools Inc 127,Retail,Enterprise (500+),2022-01-01,France,contact127@saasmaster.com,1324,43.495400788436264
cust_000128,SaasMaster 128,Consulting,SMB (1-50),2024-09-26,UK,contact128@dataflow inc.com,325,10.676741130091983
cust_000129,StartupHub 129,Education,Mid-Market (51-500),2022-01-08,Canada,contact129@innovatelab.com,1317,43.26544021024967
cust_000130,InnovateLab 130,Consulting,Enterprise (500+),2022-06-17,US,contact130@dataflow inc.com,1157,38.009198423127465
cust_000131,TechCorp 131,Healthcare,Enterprise (500+),2024-12-13,Australia,contact131@techcorp.com,247,8.114323258869907
cust_000132,StartupHub 132,Consulting,Mid-Market (51-500),2023-05-29,UK,contact132@cloudtech.com,811,26.642575558475688
cust_000133,CloudFirst 133,Healthcare,Enterprise (500+),2024-10-01,Australia,contact133@cloudfirst.com,320,10.512483574244415
cust_000134,TechCorp 134,Manufacturing,Mid-Market (51-500),2023-02-28,US,contact134@dataflow inc.com,901,29.59921156373193
cust_000135,GrowthCo 135,Healthcare,SMB (1-50),2024-12-10,US,contact135@dataflow inc.com,250,8.21287779237845
cust_000136,DevTools Inc 136,Education,Mid-Market (51-500),2024-04-26,Australia,contact136@scaleworks.com,478,15.703022339027594
cust_000137,TechCorp 137,Media,Enterprise (500+),2022-03-29,Australia,contact137@scaleworks.com,1237,40.63731931668857
cust_000138,CloudTech 138,Healthcare,Enterprise (500+),2022-10-08,Canada,contact138@scaleworks.com,1044,34.2969776609724
cust_000139,DataFlow Inc 139,Consulting,SMB (1-50),2022-03-12,Germany,contact139@saasmaster.com,1254,41.1957950065703
cust_000140,InnovateLab 140,Consulting,Enterprise (500+),2022-02-14,US,contact140@cloudfirst.com,1280,42.04993429697766
cust_000141,ScaleWorks 141,Manufacturing,SMB (1-50),2023-03-31,UK,contact141@devtools inc.com,870,28.580814717477004
cust_000142,ScaleWorks 142,Finance,Mid-Market (51-500),2022-02-06,UK,contact142@saasmaster.com,1288,42.31274638633377
cust_000143,TechCorp 143,Healthcare,Mid-Market (51-500),2025-05-07,Australia,contact143@saasmaster.com,102,3.350854139290407
cust_000144,DevTools Inc 144,Media,SMB (1-50),2022-03-16,France,contact144@cloudfirst.com,1250,41.06438896189225
cust_000145,GrowthCo 145,Finance,SMB (1-50),2025-04-01,US,contact145@cloudfirst.com,138,4.533508541392904
cust_000146,CloudFirst 146,Healthcare,Enterprise (500+),2022-11-18,France,contact146@devtools inc.com,1003,32.95006570302234
cust_000147,DataFlow Inc 147,Education,Mid-Market (51-500),2024-03-21,Australia,contact147@techcorp.com,514,16.88567674113009
cust_000148,DataFlow Inc 148,Manufacturing,Mid-Market (51-500),2022-12-24,Canada,contact148@techcorp.com,967,31.76741130091984
cust_000149,SaasMaster 149,Manufacturing,Mid-Market (51-500),2023-09-10,Germany,contact149@cloudtech.com,707,23.226018396846253
cust_000150,GrowthCo 150,Consulting,Mid-Market (51-500),2024-09-04,Canada,contact150@saasmaster.com,347,11.399474375821287
cust_000151,CloudTech 151,Consulting,Mid-Market (51-500),2025-07-13,US,contact151@saasmaster.com,35,1.149802890932983
cust_000152,DevTools Inc 152,Finance,Enterprise (500+),2025-04-01,Germany,contact152@saasmaster.com,138,4.533508541392904
cust_000153,TechCorp 153,Consulting,Enterprise (500+),2022-05-05,Canada,contact153@devtools inc.com,1200,39.42181340341656
cust_000154,TechCorp 154,Healthcare,Mid-Market (51-500),2024-09-16,UK,contact154@dataflow inc.com,335,11.005256241787121
cust_000155,CloudFirst 155,Healthcare,SMB (1-50),2025-05-31,UK,contact155@dataflow inc.com,78,2.562417871222076
cust_000156,GrowthCo 156,Consulting,SMB (1-50),2022-09-22,Australia,contact156@cloudtech.com,1060,34.82260183968462
cust_000157,DevTools Inc 157,Technology,Enterprise (500+),2024-09-16,US,contact157@innovatelab.com,335,11.005256241787121
cust_000158,GrowthCo 158,Media,SMB (1-50),2024-08-03,US,contact158@startuphub.com,379,12.450722733245728
cust_000159,StartupHub 159,Retail,Mid-Market (51-500),2023-08-28,UK,contact159@cloudfirst.com,720,23.653088042049934
cust_000160,InnovateLab 160,Retail,SMB (1-50),2022-11-15,Germany,contact160@scaleworks.com,1006,33.04862023653088
cust_000161,StartupHub 161,Retail,Mid-Market (51-500),2024-05-17,Canada,contact161@saasmaster.com,457,15.013140604467806
cust_000162,CloudTech 162,Finance,Mid-Market (51-500),2023-10-20,France,contact162@innovatelab.com,667,21.911957950065702
cust_000163,CloudTech 163,Finance,Mid-Market (51-500),2023-09-15,Australia,contact163@growthco.com,702,23.061760840998684
cust_000164,TechCorp 164,Finance,Mid-Market (51-500),2024-12-17,US,contact164@scaleworks.com,243,7.982917214191852
cust_000165,StartupHub 165,Finance,Enterprise (500+),2023-12-23,UK,contact165@growthco.com,603,19.80946123521682
cust_000166,CloudTech 166,Healthcare,Enterprise (500+),2023-01-11,Australia,contact166@saasmaster.com,949,31.176084099868593
cust_000167,GrowthCo 167,Finance,Enterprise (500+),2024-04-20,France,contact167@cloudtech.com,484,15.900131406044677
cust_000168,CloudFirst 168,Media,Mid-Market (51-500),2024-04-03,US,contact168@saasmaster.com,501,16.45860709592641
cust_000169,InnovateLab 169,Manufacturing,SMB (1-50),2023-07-21,Australia,contact169@growthco.com,758,24.901445466491456
cust_000170,CloudTech 170,Education,SMB (1-50),2025-01-04,Australia,contact170@devtools inc.com,225,7.391590013140604
cust_000171,SaasMaster 171,Manufacturing,Mid-Market (51-500),2023-06-04,Canada,contact171@dataflow inc.com,805,26.445466491458607
cust_000172,InnovateLab 172,Media,Mid-Market (51-500),2024-03-04,US,contact172@cloudtech.com,531,17.444152431011826
cust_000173,GrowthCo 173,Education,SMB (1-50),2024-10-09,Germany,contact173@innovatelab.com,312,10.249671484888305
cust_000174,InnovateLab 174,Education,Mid-Market (51-500),2024-06-18,US,contact174@innovatelab.com,425,13.961892247043364
cust_000175,TechCorp 175,Healthcare,Mid-Market (51-500),2022-07-10,Germany,contact175@innovatelab.com,1134,37.253613666228645
cust_000176,CloudTech 176,Healthcare,SMB (1-50),2024-06-25,UK,contact176@dataflow inc.com,418,13.731931668856767
cust_000177,TechCorp 177,Media,Enterprise (500+),2025-08-11,UK,contact177@innovatelab.com,6,0.19710906701708278
cust_000178,SaasMaster 178,Consulting,SMB (1-50),2022-12-07,Germany,contact178@scaleworks.com,984,32.32588699080158
cust_000179,DevTools Inc 179,Healthcare,SMB (1-50),2023-04-01,UK,contact179@techcorp.com,869,28.54796320630749
cust_000180,ScaleWorks 180,Finance,Enterprise (500+),2023-01-11,France,contact180@innovatelab.com,949,31.176084099868593
cust_000181,ScaleWorks 181,Technology,Mid-Market (51-500),2023-07-04,UK,contact181@growthco.com,775,25.45992115637319
cust_000182,GrowthCo 182,Finance,SMB (1-50),2025-04-24,Germany,contact182@techcorp.com,115,3.7779237844940865
cust_000183,CloudTech 183,Technology,SMB (1-50),2023-12-19,US,contact183@scaleworks.com,607,19.940867279894874
cust_000184,SaasMaster 184,Technology,SMB (1-50),2023-03-03,France,contact184@growthco.com,898,29.50065703022339
cust_000185,DataFlow Inc 185,Retail,SMB (1-50),2025-05-23,Germany,contact185@devtools inc.com,86,2.8252299605781865
cust_000186,GrowthCo 186,Education,Mid-Market (51-500),2025-05-12,UK,contact186@saasmaster.com,97,3.1865965834428382
cust_000187,SaasMaster 187,Education,Enterprise (500+),2023-12-03,Germany,contact187@dataflow inc.com,623,20.466491458607095
cust_000188,StartupHub 188,Consulting,SMB (1-50),2025-01-08,Australia,contact188@cloudtech.com,221,7.260183968462549
cust_000189,CloudTech 189,Consulting,SMB (1-50),2022-10-02,France,contact189@innovatelab.com,1050,34.49408672798948
cust_000190,CloudFirst 190,Healthcare,Enterprise (500+),2024-01-02,Germany,contact190@cloudfirst.com,593,19.48094612352168
cust_000191,GrowthCo 191,Education,Enterprise (500+),2024-10-30,France,contact191@innovatelab.com,291,9.559789750328514
cust_000192,GrowthCo 192,Consulting,Enterprise (500+),2024-06-14,US,contact192@dataflow inc.com,429,14.09329829172142
cust_000193,ScaleWorks 193,Consulting,Mid-Market (51-500),2024-03-03,Germany,contact193@devtools inc.com,532,17.47700394218134
cust_000194,SaasMaster 194,Healthcare,Enterprise (500+),2025-01-16,UK,contact194@cloudfirst.com,213,6.9973718791064385
cust_000195,ScaleWorks 195,Media,SMB (1-50),2025-06-10,Canada,contact195@cloudfirst.com,68,2.2339027595269383
cust_000196,DataFlow Inc 196,Technology,SMB (1-50),2023-09-06,US,contact196@growthco.com,711,23.35742444152431
cust_000197,DataFlow Inc 197,Finance,Mid-Market (51-500),2024-06-22,UK,contact197@cloudfirst.com,421,13.830486202365309
cust_000198,DevTools Inc 198,Finance,Mid-Market (51-500),2023-12-28,UK,contact198@cloudfirst.com,598,19.64520367936925
cust_000199,StartupHub 199,Education,SMB (1-50),2025-06-18,UK,contact199@dataflow inc.com,60,1.9710906701708277
cust_000200,DataFlow Inc 200,Healthcare,SMB (1-50),2023-07-19,Australia,contact200@innovatelab.com,760,24.967148488830485
cust_000201,TechCorp 201,Healthcare,Mid-Market (51-500),2024-10-30,Germany,contact201@innovatelab.com,291,9.559789750328514
cust_000202,ScaleWorks 202,Technology,Enterprise (500+),2024-08-24,US,contact202@techcorp.com,358,11.76084099868594
cust_000203,TechCorp 203,Education,Enterprise (500+),2023-08-17,UK,contact203@dataflow inc.com,731,24.014454664914584
cust_000204,InnovateLab 204,Healthcare,Mid-Market (51-500),2024-10-07,US,contact204@dataflow inc.com,314,10.315374507227332
cust_000205,DevTools Inc 205,Technology,SMB (1-50),2023-07-30,US,contact205@devtools inc.com,749,24.605781865965834
cust_000206,StartupHub 206,Finance,Mid-Market (51-500),2023-02-08,Australia,contact206@cloudfirst.com,921,30.256241787122207
cust_000207,TechCorp 207,Finance,SMB (1-50),2022-03-29,Australia,contact207@startuphub.com,1237,40.63731931668857
cust_000208,DataFlow Inc 208,Healthcare,SMB (1-50),2024-01-10,US,contact208@startuphub.com,585,19.21813403416557
cust_000209,InnovateLab 209,Retail,SMB (1-50),2023-08-11,Australia,contact209@devtools inc.com,737,24.21156373193167
cust_000210,CloudFirst 210,Media,SMB (1-50),2022-12-27,France,contact210@techcorp.com,964,31.6688567674113
cust_000211,DataFlow Inc 211,Manufacturing,Mid-Market (51-500),2022-03-10,Germany,contact211@devtools inc.com,1256,41.26149802890933
cust_000212,InnovateLab 212,Consulting,SMB (1-50),2024-06-20,Germany,contact212@innovatelab.com,423,13.896189224704337
cust_000213,DataFlow Inc 213,Retail,SMB (1-50),2022-05-10,France,contact213@scaleworks.com,1195,39.25755584756899
cust_000214,SaasMaster 214,Retail,SMB (1-50),2023-02-09,US,contact214@growthco.com,920,30.223390275952692
cust_000215,CloudFirst 215,Retail,SMB (1-50),2023-05-11,Canada,contact215@cloudfirst.com,829,27.233902759526938
cust_000216,ScaleWorks 216,Manufacturing,Enterprise (500+),2022-05-12,Canada,contact216@cloudtech.com,1193,39.19185282522996
cust_000217,CloudFirst 217,Healthcare,SMB (1-50),2022-10-19,Australia,contact217@cloudfirst.com,1033,33.93561103810775
cust_000218,ScaleWorks 218,Education,Enterprise (500+),2023-03-09,Canada,contact218@dataflow inc.com,892,29.303547963206306
cust_000219,CloudTech 219,Consulting,SMB (1-50),2024-04-29,France,contact219@startuphub.com,475,15.604467805519054
cust_000220,StartupHub 220,Healthcare,Mid-Market (51-500),2024-07-19,UK,contact220@scaleworks.com,394,12.943495400788436
cust_000221,TechCorp 221,Technology,Mid-Market (51-500),2023-02-21,US,contact221@dataflow inc.com,908,29.829172141918527
cust_000222,GrowthCo 222,Manufacturing,SMB (1-50),2024-04-15,Australia,contact222@devtools inc.com,489,16.064388961892245
cust_000223,ScaleWorks 223,Retail,SMB (1-50),2022-01-03,Australia,contact223@startuphub.com,1322,43.42969776609724
cust_000224,CloudFirst 224,Manufacturing,SMB (1-50),2025-06-30,Australia,contact224@devtools inc.com,48,1.5768725361366622
cust_000225,ScaleWorks 225,Media,SMB (1-50),2022-10-18,Germany,contact225@cloudfirst.com,1034,33.96846254927726
cust_000226,DevTools Inc 226,Media,Enterprise (500+),2025-02-15,Canada,contact226@growthco.com,183,6.011826544021025
cust_000227,StartupHub 227,Media,Enterprise (500+),2024-12-11,Australia,contact227@growthco.com,249,8.180026281208935
