customer_id,company_name,industry,company_size,signup_date,country,contact_email
"cust_000037","SaasMaster 37","Retail","SMB (1-50)","2022-11-12","US","contact37@techcorp.com"
"cust_000038","DataFlow Inc 38","Consulting","SMB (1-50)","2023-09-24","Canada","contact38@scaleworks.com"
"cust_000039","StartupHub 39","Retail","SMB (1-50)","2023-05-02","Canada","contact39@dataflow inc.com"
"cust_000040","DevTools Inc 40","Education","Enterprise (500+)","2022-11-20","Australia","contact40@cloudtech.com"
"cust_000041","SaasMaster 41","Consulting","Mid-Market (51-500)","2025-05-10","UK","contact41@startuphub.com"
"cust_000042","DataFlow Inc 42","Finance","Enterprise (500+)","2022-03-29","France","contact42@startuphub.com"
"cust_000043","GrowthCo 43","Consulting","Mid-Market (51-500)","2022-09-19","Canada","contact43@dataflow inc.com"
"cust_000044","InnovateLab 44","Healthcare","Mid-Market (51-500)","2022-02-13","Australia","contact44@startuphub.com"
"cust_000045","CloudFirst 45","Finance","Mid-Market (51-500)","2024-04-03","UK","contact45@innovatelab.com"
"cust_000046","SaasMaster 46","Finance","Enterprise (500+)","2022-02-15","UK","contact46@devtools inc.com"
"cust_000047","TechCorp 47","Education","Mid-Market (51-500)","2022-07-19","Australia","contact47@cloudtech.com"
"cust_000048","StartupHub 48","Technology","Mid-Market (51-500)","2023-04-16","France","contact48@innovatelab.com"
"cust_000049","DevTools Inc 49","Finance","Mid-Market (51-500)","2025-02-27","Germany","contact49@cloudfirst.com"
"cust_000050","GrowthCo 50","Education","Mid-Market (51-500)","2022-10-01","US","contact50@cloudtech.com"
"cust_000051","DevTools Inc 51","Media","Enterprise (500+)","2023-11-26","Germany","contact51@techcorp.com"
"cust_000052","CloudTech 52","Finance","SMB (1-50)","2024-03-03","US","contact52@growthco.com"
"cust_000053","TechCorp 53","Finance","SMB (1-50)","2023-11-20","US","contact53@innovatelab.com"
"cust_000054","ScaleWorks 54","Retail","Mid-Market (51-500)","2025-05-11","Germany","contact54@devtools inc.com"
"cust_000055","TechCorp 55","Manufacturing","SMB (1-50)","2025-06-12","UK","contact55@innovatelab.com"
"cust_000056","GrowthCo 56","Finance","SMB (1-50)","2023-12-30","US","contact56@cloudtech.com"
"cust_000057","GrowthCo 57","Consulting","SMB (1-50)","2023-11-16","US","contact57@dataflow inc.com"
"cust_000058","SaasMaster 58","Technology","SMB (1-50)","2025-04-29","Germany","contact58@growthco.com"
"cust_000059","TechCorp 59","Media","Enterprise (500+)","2024-09-30","UK","contact59@innovatelab.com"
"cust_000060","ScaleWorks 60","Consulting","Mid-Market (51-500)","2025-07-15","France","contact60@startuphub.com"
"cust_000061","SaasMaster 61","Manufacturing","Mid-Market (51-500)","2024-10-04","US","contact61@scaleworks.com"
"cust_000062","DataFlow Inc 62","Education","SMB (1-50)","2024-01-31","US","contact62@saasmaster.com"
"cust_000063","SaasMaster 63","Technology","Mid-Market (51-500)","2022-12-16","Germany","contact63@growthco.com"
"cust_000064","StartupHub 64","Media","Enterprise (500+)","2023-09-02","Canada","contact64@growthco.com"
"cust_000065","SaasMaster 65","Technology","SMB (1-50)","2024-08-09","UK","contact65@dataflow inc.com"
"cust_000066","StartupHub 66","Media","Mid-Market (51-500)","2023-12-11","Germany","contact66@saasmaster.com"
"cust_000067","CloudTech 67","Education","Mid-Market (51-500)","2023-01-05","Australia","contact67@cloudtech.com"
"cust_000068","GrowthCo 68","Retail","Mid-Market (51-500)","2023-07-15","Australia","contact68@startuphub.com"
"cust_000069","DataFlow Inc 69","Retail","Enterprise (500+)","2022-11-20","UK","contact69@innovatelab.com"
"cust_000070","CloudFirst 70","Manufacturing","Mid-Market (51-500)","2023-08-06","US","contact70@dataflow inc.com"
"cust_000071","DevTools Inc 71","Consulting","Mid-Market (51-500)","2024-08-03","France","contact71@devtools inc.com"
"cust_000072","DevTools Inc 72","Education","SMB (1-50)","2023-02-06","France","contact72@devtools inc.com"
"cust_000073","ScaleWorks 73","Manufacturing","Enterprise (500+)","2022-02-05","France","contact73@startuphub.com"
"cust_000074","ScaleWorks 74","Healthcare","SMB (1-50)","2022-02-19","Germany","contact74@saasmaster.com"
"cust_000075","ScaleWorks 75","Technology","Enterprise (500+)","2024-03-18","Canada","contact75@saasmaster.com"
"cust_000076","CloudFirst 76","Retail","Enterprise (500+)","2023-12-27","US","contact76@cloudtech.com"
"cust_000077","CloudTech 77","Consulting","Mid-Market (51-500)","2024-05-27","Canada","contact77@techcorp.com"
"cust_000078","TechCorp 78","Retail","Enterprise (500+)","2022-04-28","UK","contact78@techcorp.com"
"cust_000079","StartupHub 79","Media","Enterprise (500+)","2023-01-13","US","contact79@innovatelab.com"
"cust_000080","DataFlow Inc 80","Finance","Mid-Market (51-500)","2023-11-23","UK","contact80@cloudtech.com"
"cust_000081","SaasMaster 81","Manufacturing","Enterprise (500+)","2023-05-28","France","contact81@scaleworks.com"
"cust_000082","SaasMaster 82","Manufacturing","Enterprise (500+)","2023-07-22","Australia","contact82@techcorp.com"
"cust_000083","DevTools Inc 83","Finance","Enterprise (500+)","2024-08-04","Australia","contact83@saasmaster.com"
"cust_000084","CloudFirst 84","Retail","Enterprise (500+)","2024-10-04","US","contact84@dataflow inc.com"
"cust_000085","TechCorp 85","Manufacturing","Mid-Market (51-500)","2025-07-23","Canada","contact85@cloudtech.com"
"cust_000086","ScaleWorks 86","Healthcare","Mid-Market (51-500)","2023-03-26","France","contact86@techcorp.com"
"cust_000087","DataFlow Inc 87","Healthcare","SMB (1-50)","2023-11-14","US","contact87@cloudtech.com"
"cust_000088","ScaleWorks 88","Healthcare","Enterprise (500+)","2023-06-20","US","contact88@cloudfirst.com"
"cust_000089","GrowthCo 89","Education","Enterprise (500+)","2022-09-23","France","contact89@innovatelab.com"
"cust_000090","TechCorp 90","Education","Mid-Market (51-500)","2022-09-08","Germany","contact90@growthco.com"
"cust_000091","ScaleWorks 91","Technology","Enterprise (500+)","2023-09-26","France","contact91@dataflow inc.com"
"cust_000092","CloudFirst 92","Consulting","SMB (1-50)","2025-08-10","France","contact92@cloudtech.com"
"cust_000093","CloudTech 93","Consulting","Mid-Market (51-500)","2024-11-13","UK","contact93@techcorp.com"
"cust_000094","InnovateLab 94","Manufacturing","Enterprise (500+)","2024-09-26","US","contact94@cloudtech.com"
"cust_000095","CloudFirst 95","Manufacturing","SMB (1-50)","2025-03-18","Germany","contact95@growthco.com"
"cust_000096","GrowthCo 96","Retail","SMB (1-50)","2023-12-04","UK","contact96@innovatelab.com"
"cust_000097","StartupHub 97","Media","Enterprise (500+)","2022-05-16","Germany","contact97@saasmaster.com"
"cust_000098","InnovateLab 98","Consulting","Mid-Market (51-500)","2022-09-17","UK","contact98@cloudfirst.com"
"cust_000099","CloudFirst 99","Retail","Mid-Market (51-500)","2024-11-15","US","contact99@startuphub.com"
"cust_000100","CloudFirst 100","Retail","Mid-Market (51-500)","2022-04-02","UK","contact100@devtools inc.com"
"cust_000101","GrowthCo 101","Finance","Enterprise (500+)","2023-09-15","Germany","contact101@dataflow inc.com"
"cust_000102","InnovateLab 102","Education","Mid-Market (51-500)","2022-07-26","US","contact102@cloudfirst.com"
"cust_000103","DevTools Inc 103","Education","Enterprise (500+)","2024-06-08","France","contact103@dataflow inc.com"
"cust_000104","TechCorp 104","Technology","SMB (1-50)","2022-12-21","US","contact104@scaleworks.com"
"cust_000105","ScaleWorks 105","Manufacturing","SMB (1-50)","2025-04-01","Australia","contact105@devtools inc.com"
"cust_000106","DataFlow Inc 106","Retail","Mid-Market (51-500)","2022-10-31","UK","contact106@startuphub.com"
"cust_000107","GrowthCo 107","Finance","Mid-Market (51-500)","2024-11-18","US","contact107@growthco.com"
"cust_000108","DevTools Inc 108","Retail","SMB (1-50)","2022-06-04","UK","contact108@saasmaster.com"
"cust_000109","SaasMaster 109","Education","SMB (1-50)","2024-07-16","France","contact109@techcorp.com"
"cust_000110","SaasMaster 110","Technology","SMB (1-50)","2023-04-15","US","contact110@saasmaster.com"
"cust_000111","ScaleWorks 111","Media","SMB (1-50)","2022-04-18","US","contact111@scaleworks.com"
"cust_000112","DataFlow Inc 112","Healthcare","Enterprise (500+)","2022-04-28","Germany","contact112@growthco.com"
"cust_000113","DevTools Inc 113","Retail","Enterprise (500+)","2022-04-27","Canada","contact113@innovatelab.com"
"cust_000114","ScaleWorks 114","Technology","Enterprise (500+)","2022-07-16","France","contact114@dataflow inc.com"
"cust_000115","TechCorp 115","Consulting","Mid-Market (51-500)","2025-04-17","Germany","contact115@scaleworks.com"
"cust_000116","StartupHub 116","Manufacturing","Mid-Market (51-500)","2022-09-07","US","contact116@devtools inc.com"
"cust_000117","GrowthCo 117","Manufacturing","Mid-Market (51-500)","2023-01-19","France","contact117@techcorp.com"
"cust_000118","ScaleWorks 118","Manufacturing","SMB (1-50)","2022-09-16","US","contact118@saasmaster.com"
"cust_000119","SaasMaster 119","Finance","Mid-Market (51-500)","2024-09-21","UK","contact119@devtools inc.com"
"cust_000120","DataFlow Inc 120","Technology","Mid-Market (51-500)","2023-01-20","Canada","contact120@growthco.com"
"cust_000121","DataFlow Inc 121","Education","Enterprise (500+)","2023-05-11","US","contact121@scaleworks.com"
"cust_000122","StartupHub 122","Retail","Enterprise (500+)","2023-03-27","UK","contact122@cloudtech.com"
"cust_000123","CloudTech 123","Healthcare","Enterprise (500+)","2023-12-23","UK","contact123@devtools inc.com"
"cust_000124","CloudFirst 124","Retail","Mid-Market (51-500)","2022-07-03","Australia","contact124@devtools inc.com"
"cust_000125","StartupHub 125","Retail","Mid-Market (51-500)","2022-01-25","Germany","contact125@startuphub.com"
"cust_000126","CloudTech 126","Consulting","Mid-Market (51-500)","2024-04-05","France","contact126@cloudtech.com"
"cust_000127","DevTools Inc 127","Retail","Enterprise (500+)","2022-01-01","France","contact127@saasmaster.com"
"cust_000128","SaasMaster 128","Consulting","SMB (1-50)","2024-09-26","UK","contact128@dataflow inc.com"
"cust_000129","StartupHub 129","Education","Mid-Market (51-500)","2022-01-08","Canada","contact129@innovatelab.com"
"cust_000130","InnovateLab 130","Consulting","Enterprise (500+)","2022-06-17","US","contact130@dataflow inc.com"
"cust_000131","TechCorp 131","Healthcare","Enterprise (500+)","2024-12-13","Australia","contact131@techcorp.com"
"cust_000132","StartupHub 132","Consulting","Mid-Market (51-500)","2023-05-29","UK","contact132@cloudtech.com"
"cust_000133","CloudFirst 133","Healthcare","Enterprise (500+)","2024-10-01","Australia","contact133@cloudfirst.com"
"cust_000134","TechCorp 134","Manufacturing","Mid-Market (51-500)","2023-02-28","US","contact134@dataflow inc.com"
"cust_000135","GrowthCo 135","Healthcare","SMB (1-50)","2024-12-10","US","contact135@dataflow inc.com"
"cust_000136","DevTools Inc 136","Education","Mid-Market (51-500)","2024-04-26","Australia","contact136@scaleworks.com"
"cust_000137","TechCorp 137","Media","Enterprise (500+)","2022-03-29","Australia","contact137@scaleworks.com"
"cust_000138","CloudTech 138","Healthcare","Enterprise (500+)","2022-10-08","Canada","contact138@scaleworks.com"
"cust_000139","DataFlow Inc 139","Consulting","SMB (1-50)","2022-03-12","Germany","contact139@saasmaster.com"
"cust_000140","InnovateLab 140","Consulting","Enterprise (500+)","2022-02-14","US","contact140@cloudfirst.com"
"cust_000141","ScaleWorks 141","Manufacturing","SMB (1-50)","2023-03-31","UK","contact141@devtools inc.com"
"cust_000142","ScaleWorks 142","Finance","Mid-Market (51-500)","2022-02-06","UK","contact142@saasmaster.com"
"cust_000143","TechCorp 143","Healthcare","Mid-Market (51-500)","2025-05-07","Australia","contact143@saasmaster.com"
"cust_000144","DevTools Inc 144","Media","SMB (1-50)","2022-03-16","France","contact144@cloudfirst.com"
"cust_000145","GrowthCo 145","Finance","SMB (1-50)","2025-04-01","US","contact145@cloudfirst.com"
"cust_000146","CloudFirst 146","Healthcare","Enterprise (500+)","2022-11-18","France","contact146@devtools inc.com"
"cust_000147","DataFlow Inc 147","Education","Mid-Market (51-500)","2024-03-21","Australia","contact147@techcorp.com"
"cust_000148","DataFlow Inc 148","Manufacturing","Mid-Market (51-500)","2022-12-24","Canada","contact148@techcorp.com"
"cust_000149","SaasMaster 149","Manufacturing","Mid-Market (51-500)","2023-09-10","Germany","contact149@cloudtech.com"
"cust_000150","GrowthCo 150","Consulting","Mid-Market (51-500)","2024-09-04","Canada","contact150@saasmaster.com"
"cust_000151","CloudTech 151","Consulting","Mid-Market (51-500)","2025-07-13","US","contact151@saasmaster.com"
"cust_000152","DevTools Inc 152","Finance","Enterprise (500+)","2025-04-01","Germany","contact152@saasmaster.com"
"cust_000153","TechCorp 153","Consulting","Enterprise (500+)","2022-05-05","Canada","contact153@devtools inc.com"
"cust_000154","TechCorp 154","Healthcare","Mid-Market (51-500)","2024-09-16","UK","contact154@dataflow inc.com"
"cust_000155","CloudFirst 155","Healthcare","SMB (1-50)","2025-05-31","UK","contact155@dataflow inc.com"
"cust_000156","GrowthCo 156","Consulting","SMB (1-50)","2022-09-22","Australia","contact156@cloudtech.com"
"cust_000157","DevTools Inc 157","Technology","Enterprise (500+)","2024-09-16","US","contact157@innovatelab.com"
"cust_000158","GrowthCo 158","Media","SMB (1-50)","2024-08-03","US","contact158@startuphub.com"
"cust_000159","StartupHub 159","Retail","Mid-Market (51-500)","2023-08-28","UK","contact159@cloudfirst.com"
"cust_000160","InnovateLab 160","Retail","SMB (1-50)","2022-11-15","Germany","contact160@scaleworks.com"
"cust_000161","StartupHub 161","Retail","Mid-Market (51-500)","2024-05-17","Canada","contact161@saasmaster.com"
"cust_000162","CloudTech 162","Finance","Mid-Market (51-500)","2023-10-20","France","contact162@innovatelab.com"
"cust_000163","CloudTech 163","Finance","Mid-Market (51-500)","2023-09-15","Australia","contact163@growthco.com"
"cust_000164","TechCorp 164","Finance","Mid-Market (51-500)","2024-12-17","US","contact164@scaleworks.com"
"cust_000165","StartupHub 165","Finance","Enterprise (500+)","2023-12-23","UK","contact165@growthco.com"
"cust_000166","CloudTech 166","Healthcare","Enterprise (500+)","2023-01-11","Australia","contact166@saasmaster.com"
"cust_000167","GrowthCo 167","Finance","Enterprise (500+)","2024-04-20","France","contact167@cloudtech.com"
"cust_000168","CloudFirst 168","Media","Mid-Market (51-500)","2024-04-03","US","contact168@saasmaster.com"
"cust_000169","InnovateLab 169","Manufacturing","SMB (1-50)","2023-07-21","Australia","contact169@growthco.com"
"cust_000170","CloudTech 170","Education","SMB (1-50)","2025-01-04","Australia","contact170@devtools inc.com"
"cust_000171","SaasMaster 171","Manufacturing","Mid-Market (51-500)","2023-06-04","Canada","contact171@dataflow inc.com"
"cust_000172","InnovateLab 172","Media","Mid-Market (51-500)","2024-03-04","US","contact172@cloudtech.com"
"cust_000173","GrowthCo 173","Education","SMB (1-50)","2024-10-09","Germany","contact173@innovatelab.com"
"cust_000174","InnovateLab 174","Education","Mid-Market (51-500)","2024-06-18","US","contact174@innovatelab.com"
"cust_000175","TechCorp 175","Healthcare","Mid-Market (51-500)","2022-07-10","Germany","contact175@innovatelab.com"
"cust_000176","CloudTech 176","Healthcare","SMB (1-50)","2024-06-25","UK","contact176@dataflow inc.com"
"cust_000177","TechCorp 177","Media","Enterprise (500+)","2025-08-11","UK","contact177@innovatelab.com"
"cust_000178","SaasMaster 178","Consulting","SMB (1-50)","2022-12-07","Germany","contact178@scaleworks.com"
"cust_000179","DevTools Inc 179","Healthcare","SMB (1-50)","2023-04-01","UK","contact179@techcorp.com"
"cust_000180","ScaleWorks 180","Finance","Enterprise (500+)","2023-01-11","France","contact180@innovatelab.com"
"cust_000181","ScaleWorks 181","Technology","Mid-Market (51-500)","2023-07-04","UK","contact181@growthco.com"
"cust_000182","GrowthCo 182","Finance","SMB (1-50)","2025-04-24","Germany","contact182@techcorp.com"
"cust_000183","CloudTech 183","Technology","SMB (1-50)","2023-12-19","US","contact183@scaleworks.com"
"cust_000184","SaasMaster 184","Technology","SMB (1-50)","2023-03-03","France","contact184@growthco.com"
"cust_000185","DataFlow Inc 185","Retail","SMB (1-50)","2025-05-23","Germany","contact185@devtools inc.com"
"cust_000186","GrowthCo 186","Education","Mid-Market (51-500)","2025-05-12","UK","contact186@saasmaster.com"
"cust_000187","SaasMaster 187","Education","Enterprise (500+)","2023-12-03","Germany","contact187@dataflow inc.com"
"cust_000188","StartupHub 188","Consulting","SMB (1-50)","2025-01-08","Australia","contact188@cloudtech.com"
"cust_000189","CloudTech 189","Consulting","SMB (1-50)","2022-10-02","France","contact189@innovatelab.com"
"cust_000190","CloudFirst 190","Healthcare","Enterprise (500+)","2024-01-02","Germany","contact190@cloudfirst.com"
"cust_000191","GrowthCo 191","Education","Enterprise (500+)","2024-10-30","France","contact191@innovatelab.com"
"cust_000192","GrowthCo 192","Consulting","Enterprise (500+)","2024-06-14","US","contact192@dataflow inc.com"
"cust_000193","ScaleWorks 193","Consulting","Mid-Market (51-500)","2024-03-03","Germany","contact193@devtools inc.com"
"cust_000194","SaasMaster 194","Healthcare","Enterprise (500+)","2025-01-16","UK","contact194@cloudfirst.com"
"cust_000195","ScaleWorks 195","Media","SMB (1-50)","2025-06-10","Canada","contact195@cloudfirst.com"
"cust_000196","DataFlow Inc 196","Technology","SMB (1-50)","2023-09-06","US","contact196@growthco.com"
"cust_000197","DataFlow Inc 197","Finance","Mid-Market (51-500)","2024-06-22","UK","contact197@cloudfirst.com"
"cust_000198","DevTools Inc 198","Finance","Mid-Market (51-500)","2023-12-28","UK","contact198@cloudfirst.com"
"cust_000199","StartupHub 199","Education","SMB (1-50)","2025-06-18","UK","contact199@dataflow inc.com"
"cust_000200","DataFlow Inc 200","Healthcare","SMB (1-50)","2023-07-19","Australia","contact200@innovatelab.com"
"cust_000201","TechCorp 201","Healthcare","Mid-Market (51-500)","2024-10-30","Germany","contact201@innovatelab.com"
"cust_000202","ScaleWorks 202","Technology","Enterprise (500+)","2024-08-24","US","contact202@techcorp.com"
"cust_000203","TechCorp 203","Education","Enterprise (500+)","2023-08-17","UK","contact203@dataflow inc.com"
"cust_000204","InnovateLab 204","Healthcare","Mid-Market (51-500)","2024-10-07","US","contact204@dataflow inc.com"
"cust_000205","DevTools Inc 205","Technology","SMB (1-50)","2023-07-30","US","contact205@devtools inc.com"
"cust_000206","StartupHub 206","Finance","Mid-Market (51-500)","2023-02-08","Australia","contact206@cloudfirst.com"
"cust_000207","TechCorp 207","Finance","SMB (1-50)","2022-03-29","Australia","contact207@startuphub.com"
"cust_000208","DataFlow Inc 208","Healthcare","SMB (1-50)","2024-01-10","US","contact208@startuphub.com"
"cust_000209","InnovateLab 209","Retail","SMB (1-50)","2023-08-11","Australia","contact209@devtools inc.com"
"cust_000210","CloudFirst 210","Media","SMB (1-50)","2022-12-27","France","contact210@techcorp.com"
"cust_000211","DataFlow Inc 211","Manufacturing","Mid-Market (51-500)","2022-03-10","Germany","contact211@devtools inc.com"
"cust_000212","InnovateLab 212","Consulting","SMB (1-50)","2024-06-20","Germany","contact212@innovatelab.com"
"cust_000213","DataFlow Inc 213","Retail","SMB (1-50)","2022-05-10","France","contact213@scaleworks.com"
"cust_000214","SaasMaster 214","Retail","SMB (1-50)","2023-02-09","US","contact214@growthco.com"
"cust_000215","CloudFirst 215","Retail","SMB (1-50)","2023-05-11","Canada","contact215@cloudfirst.com"
"cust_000216","ScaleWorks 216","Manufacturing","Enterprise (500+)","2022-05-12","Canada","contact216@cloudtech.com"
"cust_000217","CloudFirst 217","Healthcare","SMB (1-50)","2022-10-19","Australia","contact217@cloudfirst.com"
"cust_000218","ScaleWorks 218","Education","Enterprise (500+)","2023-03-09","Canada","contact218@dataflow inc.com"
"cust_000219","CloudTech 219","Consulting","SMB (1-50)","2024-04-29","France","contact219@startuphub.com"
"cust_000220","StartupHub 220","Healthcare","Mid-Market (51-500)","2024-07-19","UK","contact220@scaleworks.com"
"cust_000221","TechCorp 221","Technology","Mid-Market (51-500)","2023-02-21","US","contact221@dataflow inc.com"
"cust_000222","GrowthCo 222","Manufacturing","SMB (1-50)","2024-04-15","Australia","contact222@devtools inc.com"
"cust_000223","ScaleWorks 223","Retail","SMB (1-50)","2022-01-03","Australia","contact223@startuphub.com"
"cust_000224","CloudFirst 224","Manufacturing","SMB (1-50)","2025-06-30","Australia","contact224@devtools inc.com"
"cust_000225","ScaleWorks 225","Media","SMB (1-50)","2022-10-18","Germany","contact225@cloudfirst.com"
"cust_000226","DevTools Inc 226","Media","Enterprise (500+)","2025-02-15","Canada","contact226@growthco.com"
"cust_000227","StartupHub 227","Media","Enterprise (500+)","2024-12-11","Australia","contact227@growthco.com"
"cust_000228","GrowthCo 228","Consulting","SMB (1-50)","2022-01-10","UK","contact228@techcorp.com"
"cust_000229","SaasMaster 229","Retail","Enterprise (500+)","2025-03-02","Germany","contact229@saasmaster.com"
"cust_000230","DevTools Inc 230","Technology","Enterprise (500+)","2025-03-08","Australia","contact230@cloudfirst.com"
"cust_000231","CloudFirst 231","Education","Enterprise (500+)","2022-02-06","UK","contact231@cloudtech.com"
"cust_000232","InnovateLab 232","Education","SMB (1-50)","2023-03-06","France","contact232@startuphub.com"
"cust_000233","DevTools Inc 233","Manufacturing","Enterprise (500+)","2024-10-29","US","contact233@dataflow inc.com"
"cust_000234","GrowthCo 234","Media","SMB (1-50)","2022-05-15","France","contact234@growthco.com"
"cust_000235","SaasMaster 235","Technology","Enterprise (500+)","2024-08-17","Germany","contact235@techcorp.com"
"cust_000236","DataFlow Inc 236","Healthcare","Enterprise (500+)","2024-04-19","US","contact236@cloudfirst.com"
"cust_000237","CloudTech 237","Retail","Enterprise (500+)","2024-11-20","Canada","contact237@dataflow inc.com"
"cust_000238","DataFlow Inc 238","Retail","SMB (1-50)","2023-11-24","Canada","contact238@scaleworks.com"
"cust_000239","CloudTech 239","Manufacturing","Mid-Market (51-500)","2022-10-01","Germany","contact239@cloudfirst.com"
"cust_000240","InnovateLab 240","Media","Mid-Market (51-500)","2023-04-11","Germany","contact240@dataflow inc.com"
"cust_000241","SaasMaster 241","Consulting","Enterprise (500+)","2023-06-15","Germany","contact241@startuphub.com"
"cust_000242","TechCorp 242","Media","Enterprise (500+)","2022-12-06","Australia","contact242@cloudtech.com"
"cust_000243","InnovateLab 243","Healthcare","Mid-Market (51-500)","2024-09-21","Australia","contact243@cloudtech.com"
"cust_000244","CloudFirst 244","Consulting","Mid-Market (51-500)","2024-09-15","US","contact244@cloudtech.com"
"cust_000245","DataFlow Inc 245","Manufacturing","Enterprise (500+)","2023-12-09","Germany","contact245@growthco.com"
"cust_000246","TechCorp 246","Finance","SMB (1-50)","2024-12-09","Canada","contact246@techcorp.com"
"cust_000247","InnovateLab 247","Finance","Mid-Market (51-500)","2025-03-23","US","contact247@startuphub.com"
"cust_000248","CloudTech 248","Technology","SMB (1-50)","2023-07-27","France","contact248@innovatelab.com"
"cust_000249","GrowthCo 249","Manufacturing","Enterprise (500+)","2025-02-21","Australia","contact249@growthco.com"
"cust_000250","ScaleWorks 250","Manufacturing","SMB (1-50)","2022-02-13","Canada","contact250@saasmaster.com"
"cust_000251","DataFlow Inc 251","Retail","Mid-Market (51-500)","2022-04-21","France","contact251@cloudfirst.com"
"cust_000252","TechCorp 252","Manufacturing","Enterprise (500+)","2022-04-04","UK","contact252@cloudfirst.com"
"cust_000253","TechCorp 253","Manufacturing","Enterprise (500+)","2022-02-03","Canada","contact253@saasmaster.com"
"cust_000254","SaasMaster 254","Technology","Enterprise (500+)","2023-11-17","Canada","contact254@saasmaster.com"
"cust_000255","SaasMaster 255","Technology","Enterprise (500+)","2023-04-08","Canada","contact255@growthco.com"
"cust_000256","CloudTech 256","Technology","SMB (1-50)","2025-08-04","Australia","contact256@innovatelab.com"
"cust_000257","CloudFirst 257","Retail","Mid-Market (51-500)","2022-06-06","Germany","contact257@startuphub.com"
"cust_000258","ScaleWorks 258","Technology","Enterprise (500+)","2024-12-31","France","contact258@techcorp.com"
